Date,User_ID,Food_Item,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Meal_Type,Water_Intake (ml)
2024-12-24,697,Orange Juice,Beverages,263,30.1,37.1,3.0,7.2,29.4,903,119,Dinner,990
2024-06-03,440,Salmon,Meat,562,35.3,75.7,21.0,6.1,10.2,321,139,Snack,525
2024-02-27,185,Milkshake,Beverages,115,1.6,97.9,37.9,8.8,8.2,294,28,Lunch,471
2024-07-25,153,Potato,Vegetables,301,6.4,44.5,21.2,2.8,41.9,628,215,Lunch,112
2024-07-06,451,Grapes,Fruits,529,30.8,90.8,32.6,0.0,22.8,85,164,Lunch,747
2024-10-30,188,Oats,Grains,428,15.7,23.7,47.7,1.7,15.0,604,226,Breakfast,496
2024-08-06,164,Coffee,Beverages,240,21.7,82.9,46.1,1.6,24.2,164,179,Breakfast,557
2024-01-12,833,Chocolate,Snacks,563,20.9,79.7,37.7,1.2,49.6,711,24,Lunch,103
2024-08-08,930,Apple,Fruits,397,49.4,79.6,28.8,7.2,27.7,747,152,Snack,609
2024-02-14,600,Butter,Dairy,163,24.6,47.8,42.3,0.9,39.1,1,79,Dinner,483
2024-01-12,875,Carrot,Vegetables,176,11.6,92.1,35.1,9.7,38.1,222,255,Snack,227
2024-01-14,458,Grapes,Fruits,220,29.8,6.3,6.2,9.6,10.0,975,199,Snack,121
2024-06-28,159,Milkshake,Beverages,365,11.5,95.6,10.9,5.8,40.3,688,171,Snack,138
2024-01-20,383,Chocolate,Snacks,337,47.6,64.4,16.2,8.1,30.8,729,90,Breakfast,334
2024-03-13,278,Nuts,Snacks,66,32.0,33.4,48.7,3.1,25.6,776,17,Dinner,395
2024-07-11,47,Yogurt,Dairy,492,32.4,98.2,26.6,1.5,48.0,393,21,Lunch,357
2024-06-01,23,Yogurt,Dairy,94,31.8,83.8,21.0,7.6,0.2,789,67,Snack,646
2024-08-05,381,Milk,Dairy,468,32.1,5.6,2.8,6.7,1.1,859,251,Snack,489
2024-09-22,578,Rice,Grains,227,23.3,99.3,11.4,9.2,41.2,619,5,Snack,652
2024-05-16,247,Butter,Dairy,332,13.9,9.6,46.8,1.8,31.8,111,135,Breakfast,117
2024-05-23,977,Grapes,Fruits,276,47.8,93.2,9.2,3.3,5.2,937,83,Snack,813
2024-05-20,953,Cookies,Snacks,326,14.6,82.4,1.1,1.1,33.9,4,133,Snack,241
2024-05-20,211,Chicken Breast,Meat,431,35.6,47.1,1.7,6.6,4.4,317,2,Snack,974
2024-11-21,838,Oats,Grains,518,47.9,16.6,2.8,4.6,3.9,739,76,Snack,922
2024-07-15,169,Butter,Dairy,300,1.4,8.7,23.7,1.5,45.0,770,95,Lunch,860
2024-11-27,711,Apple,Fruits,171,1.1,97.5,1.8,6.0,20.5,497,86,Breakfast,608
2024-06-29,512,Chicken Breast,Meat,539,44.1,12.2,21.0,4.1,3.2,403,148,Snack,218
2024-07-18,146,Grapes,Fruits,169,37.2,74.3,2.5,6.1,18.7,484,169,Snack,714
2024-02-11,154,Banana,Fruits,421,10.0,89.5,28.7,3.7,44.1,985,259,Snack,855
2024-11-16,158,Orange Juice,Beverages,238,1.4,38.9,17.7,7.4,43.7,118,209,Dinner,351
2024-08-11,973,Strawberry,Fruits,250,8.9,14.5,41.8,7.0,16.9,809,7,Snack,390
2024-01-22,339,Popcorn,Snacks,65,33.8,9.7,31.1,9.5,11.4,509,104,Dinner,147
2024-11-27,518,Broccoli,Vegetables,582,24.8,60.4,9.9,1.0,48.3,699,79,Snack,583
2024-05-07,724,Chips,Snacks,226,35.1,30.6,4.2,2.9,31.9,595,90,Lunch,544
2024-11-19,42,Butter,Dairy,266,30.8,53.6,34.4,6.7,9.3,188,250,Breakfast,102
2024-05-20,79,Rice,Grains,546,43.4,30.7,2.0,3.0,37.2,98,57,Snack,191
2024-12-19,371,Butter,Dairy,438,18.8,52.3,15.3,7.7,40.3,966,51,Snack,182
2024-07-07,702,Pasta,Grains,193,48.4,54.3,19.0,1.3,25.3,455,154,Breakfast,431
2024-12-14,55,Popcorn,Snacks,360,43.0,53.3,10.9,4.0,20.6,962,167,Lunch,694
2024-03-11,322,Broccoli,Vegetables,348,8.0,95.3,1.2,10.0,43.0,780,149,Lunch,892
2024-04-05,524,Water,Beverages,238,16.3,41.2,29.2,8.3,46.9,246,247,Lunch,575
2024-12-05,747,Tomato,Vegetables,149,37.9,36.3,15.1,1.5,33.3,145,175,Snack,308
2024-05-19,741,Chicken Breast,Meat,411,39.4,66.3,39.1,5.1,40.5,710,174,Breakfast,840
2024-10-26,630,Orange,Fruits,54,36.4,54.6,48.7,1.3,36.3,44,141,Snack,576
2024-09-22,422,Popcorn,Snacks,331,43.6,74.4,13.2,7.5,8.3,307,131,Snack,773
2024-04-13,626,Strawberry,Fruits,368,5.7,97.4,27.4,8.1,47.3,437,22,Snack,920
2024-10-29,710,Paneer,Dairy,75,7.3,94.0,29.3,2.9,14.9,902,88,Lunch,600
2024-06-27,7,Chocolate,Snacks,217,38.3,39.9,41.8,7.7,16.8,79,248,Lunch,863
2024-06-20,298,Pasta,Grains,234,18.4,58.9,38.2,7.8,40.1,144,105,Lunch,199
2024-05-14,906,Chicken Breast,Meat,328,36.2,20.8,26.9,3.3,3.2,32,186,Snack,580
2024-04-24,446,Cheese,Dairy,273,18.9,23.7,5.3,8.6,33.3,309,135,Lunch,718
2024-12-14,155,Strawberry,Fruits,387,21.2,33.9,10.4,8.5,14.6,132,113,Lunch,778
2024-10-28,887,Yogurt,Dairy,316,30.1,8.0,43.2,0.5,2.1,379,133,Dinner,506
2024-09-21,531,Milk,Dairy,311,3.1,99.3,41.1,8.2,35.1,691,100,Breakfast,815
2024-11-13,36,Chips,Snacks,334,46.3,20.1,4.7,5.4,5.4,697,154,Snack,1000
2024-09-07,766,Apple,Fruits,413,2.0,74.5,21.3,2.1,16.8,778,73,Dinner,477
2024-07-05,198,Milkshake,Beverages,410,31.9,30.6,26.7,7.6,28.3,800,54,Dinner,451
2024-12-28,173,Green Tea,Beverages,529,35.1,74.1,14.5,4.4,29.4,406,156,Lunch,181
2024-12-01,155,Cheese,Dairy,203,44.5,70.2,25.7,5.8,13.4,782,138,Lunch,620
2024-09-24,886,Paneer,Dairy,165,10.2,21.1,8.0,2.9,19.9,530,46,Snack,640
2024-08-13,883,Green Tea,Beverages,482,41.8,67.5,27.8,7.9,19.4,369,138,Dinner,804
2024-02-16,995,Chocolate,Snacks,380,2.7,62.3,46.2,7.3,5.9,774,261,Breakfast,374
2024-04-17,548,Water,Beverages,136,38.5,85.7,44.2,4.1,8.3,11,107,Lunch,231
2024-11-07,691,Spinach,Vegetables,516,24.1,7.1,35.2,5.2,25.2,112,151,Dinner,201
2024-08-07,277,Oats,Grains,528,40.8,30.1,6.9,6.4,32.3,824,182,Snack,670
2024-01-20,629,Milkshake,Beverages,416,4.1,76.7,46.8,8.9,5.0,184,62,Dinner,549
2024-05-01,907,Quinoa,Grains,563,30.4,22.1,43.1,2.7,22.0,712,39,Snack,705
2024-06-24,870,Broccoli,Vegetables,444,36.7,62.8,21.0,0.1,15.4,358,54,Dinner,385
2024-03-11,15,Apple,Fruits,558,22.4,62.7,15.3,7.7,25.0,290,252,Snack,649
2024-10-22,477,Tomato,Vegetables,268,22.9,96.6,1.1,7.7,3.4,394,137,Snack,673
2024-08-05,136,Green Tea,Beverages,149,48.1,98.8,3.9,8.3,41.6,415,67,Snack,820
2024-03-18,372,Spinach,Vegetables,485,30.5,11.1,25.7,9.2,11.9,433,224,Dinner,170
2024-05-30,616,Orange Juice,Beverages,130,47.7,6.8,17.6,7.5,46.6,33,188,Snack,986
2024-06-21,315,Orange Juice,Beverages,241,15.6,24.6,35.9,3.8,27.9,166,9,Lunch,854
2024-07-10,579,Grapes,Fruits,430,8.0,47.9,40.2,6.1,12.0,671,256,Snack,553
2024-03-28,167,Milk,Dairy,394,5.2,66.2,44.1,5.9,19.5,478,124,Dinner,686
2024-07-20,323,Spinach,Vegetables,67,1.9,77.6,41.8,3.7,4.9,23,171,Breakfast,856
2024-12-30,633,Orange Juice,Beverages,542,27.5,38.9,20.5,6.6,13.7,621,293,Lunch,959
2024-05-27,814,Coffee,Beverages,277,13.1,72.5,2.1,1.8,49.8,591,125,Breakfast,888
2024-07-31,248,Apple,Fruits,94,17.1,91.9,26.9,4.4,40.2,398,59,Breakfast,127
2024-07-20,823,Rice,Grains,183,34.2,9.5,37.4,8.7,36.6,30,300,Snack,958
2024-03-20,184,Milkshake,Beverages,504,13.2,67.4,3.1,5.5,9.1,959,251,Lunch,202
2024-12-24,472,Butter,Dairy,456,26.0,95.8,29.7,4.5,10.9,537,135,Breakfast,780
2024-02-03,201,Green Tea,Beverages,112,37.2,73.4,25.6,9.4,41.0,800,49,Snack,121
2024-10-04,734,Apple,Fruits,341,8.4,24.5,36.4,3.1,47.0,258,46,Dinner,113
2024-03-27,909,Spinach,Vegetables,197,24.3,52.4,28.3,8.6,42.7,908,208,Breakfast,675
2024-08-17,89,Water,Beverages,460,39.5,70.9,45.3,1.3,44.3,174,221,Breakfast,928
2024-08-13,742,Popcorn,Snacks,490,15.1,22.5,9.8,9.2,11.8,920,114,Breakfast,839
2024-05-04,64,Coffee,Beverages,272,23.4,33.3,47.9,2.2,42.4,902,35,Lunch,907
2024-04-26,188,Bread,Grains,561,29.9,21.8,33.8,6.9,41.1,286,231,Breakfast,513
2024-03-08,564,Water,Beverages,131,18.2,89.2,5.2,1.2,23.8,412,264,Snack,187
2024-12-11,370,Grapes,Fruits,73,20.2,90.5,42.0,1.6,18.4,797,11,Dinner,923
2024-08-26,433,Yogurt,Dairy,549,23.3,8.7,41.2,8.2,49.5,124,183,Lunch,256
2024-09-10,903,Pasta,Grains,70,7.4,75.2,7.9,6.8,30.9,857,23,Breakfast,497
2024-08-30,129,Bread,Grains,417,46.5,42.4,49.7,4.1,2.9,126,42,Snack,195
2024-08-20,295,Butter,Dairy,269,20.0,25.4,11.2,8.9,37.7,623,128,Snack,970
2024-02-24,101,Butter,Dairy,359,12.0,42.3,46.2,4.1,27.2,787,113,Breakfast,139
2024-12-16,104,Pork Chop,Meat,270,43.9,76.6,23.4,3.5,33.5,942,25,Snack,860
2024-05-30,927,Butter,Dairy,337,32.6,15.8,46.1,1.0,35.1,99,269,Breakfast,874
2024-03-06,227,Potato,Vegetables,337,19.2,80.2,11.4,4.8,29.1,706,37,Dinner,435
2024-11-27,483,Orange Juice,Beverages,503,43.9,86.9,4.8,0.7,30.0,422,277,Lunch,867
2024-08-17,169,Chips,Snacks,414,49.5,77.8,5.4,2.6,28.0,5,123,Snack,800
2024-09-17,297,Pork Chop,Meat,401,5.0,31.4,33.1,9.1,11.4,914,179,Dinner,927
2024-10-03,668,Tomato,Vegetables,194,47.1,63.1,49.4,0.7,45.7,324,20,Snack,190
2024-09-05,798,Cookies,Snacks,268,37.8,36.3,31.1,1.7,40.7,716,35,Breakfast,617
2024-05-20,693,Apple,Fruits,474,11.8,95.2,27.3,0.2,44.0,243,127,Dinner,208
2024-07-30,95,Milkshake,Beverages,591,36.9,44.2,48.1,8.9,12.8,612,201,Dinner,956
2024-03-06,775,Butter,Dairy,249,4.5,48.7,16.3,5.4,47.8,97,2,Snack,447
2024-11-28,312,Nuts,Snacks,438,46.4,48.3,44.6,7.7,0.6,716,30,Lunch,449
2024-01-19,858,Butter,Dairy,118,43.2,33.2,6.8,1.7,33.9,704,203,Breakfast,741
2024-03-05,824,Paneer,Dairy,339,29.3,58.7,29.0,1.9,39.2,204,24,Dinner,543
2024-01-26,139,Broccoli,Vegetables,296,42.6,54.9,15.0,8.5,37.7,908,72,Snack,967
2024-08-01,628,Carrot,Vegetables,246,49.0,43.0,40.7,4.9,26.8,517,270,Lunch,250
2024-01-10,108,Cookies,Snacks,437,42.7,43.5,38.6,6.8,18.7,452,77,Dinner,350
2024-08-25,55,Bread,Grains,499,7.3,85.8,21.1,5.2,25.0,374,103,Lunch,384
2024-05-08,845,Grapes,Fruits,109,19.2,60.3,30.0,5.3,4.2,705,300,Lunch,606
2024-09-11,711,Yogurt,Dairy,70,26.0,47.5,13.6,0.1,12.7,221,262,Breakfast,750
2024-02-09,350,Salmon,Meat,142,22.5,55.7,29.9,6.9,12.5,151,10,Snack,697
2024-08-26,254,Chips,Snacks,355,23.5,32.7,40.7,2.0,35.3,653,154,Breakfast,510
2024-08-10,910,Orange Juice,Beverages,278,28.5,55.3,2.9,1.8,49.7,802,249,Snack,924
2024-10-24,868,Green Tea,Beverages,136,30.7,26.5,27.3,9.8,34.4,221,92,Breakfast,246
2024-07-20,113,Cookies,Snacks,502,50.0,92.7,42.4,8.6,36.6,416,188,Breakfast,324
2024-03-03,719,Butter,Dairy,189,38.8,5.3,16.8,7.1,25.2,186,261,Lunch,478
2024-04-05,665,Eggs,Meat,119,43.6,75.4,10.9,0.1,5.6,980,185,Breakfast,984
2024-01-07,651,Green Tea,Beverages,247,25.2,85.2,25.3,2.3,47.5,927,160,Snack,108
2024-03-29,973,Bread,Grains,281,32.2,59.8,30.5,3.7,34.6,622,288,Lunch,487
2024-11-04,271,Apple,Fruits,357,29.0,8.3,24.1,1.0,15.7,960,111,Breakfast,765
2024-08-03,166,Paneer,Dairy,177,15.9,56.0,12.3,5.7,31.9,115,65,Breakfast,507
2024-07-27,915,Pork Chop,Meat,535,25.8,91.7,18.5,3.3,11.5,248,69,Lunch,510
2024-09-17,215,Paneer,Dairy,451,22.7,84.7,18.8,1.4,23.8,233,137,Dinner,118
2024-11-22,189,Salmon,Meat,82,46.8,71.6,28.8,0.3,39.7,790,142,Breakfast,543
2024-09-16,46,Potato,Vegetables,475,10.9,88.3,36.5,9.6,45.3,684,277,Breakfast,335
2024-09-30,965,Popcorn,Snacks,569,32.5,50.2,1.4,6.7,21.5,279,37,Lunch,730
2024-11-19,717,Rice,Grains,453,12.2,40.3,39.2,4.1,28.3,976,241,Breakfast,714
2024-09-23,138,Quinoa,Grains,379,17.6,84.4,45.2,6.4,44.3,621,144,Breakfast,637
2024-08-02,532,Broccoli,Vegetables,349,32.5,81.7,44.9,0.9,12.1,219,68,Snack,459
2024-02-18,734,Cookies,Snacks,332,41.5,25.6,47.6,7.1,23.1,281,200,Lunch,423
2024-08-24,522,Milkshake,Beverages,455,10.1,56.9,29.7,3.5,48.4,739,256,Dinner,403
2024-02-21,508,Paneer,Dairy,451,30.2,80.3,41.0,0.8,19.0,475,124,Breakfast,260
2024-12-15,875,Rice,Grains,214,20.3,42.2,28.7,5.7,8.1,937,244,Breakfast,560
2024-06-11,112,Orange,Fruits,205,3.6,48.8,32.4,7.1,29.5,917,98,Breakfast,460
2024-07-27,2,Carrot,Vegetables,90,8.7,72.2,28.2,5.7,12.1,835,133,Lunch,942
2024-04-16,466,Cookies,Snacks,538,13.0,14.5,31.4,5.3,24.9,246,288,Dinner,778
2024-07-12,486,Chips,Snacks,93,13.7,10.0,33.3,3.3,36.7,191,198,Dinner,525
2024-03-06,138,Orange Juice,Beverages,484,19.0,12.8,33.8,2.3,34.1,482,53,Dinner,242
2024-02-26,893,Banana,Fruits,94,32.5,76.0,31.3,10.0,35.7,959,159,Breakfast,514
2024-09-03,103,Salmon,Meat,509,35.9,94.4,8.0,1.6,9.8,563,119,Snack,174
2024-12-20,366,Salmon,Meat,289,22.4,24.1,32.2,4.8,39.6,201,66,Lunch,478
2024-12-22,522,Milk,Dairy,146,34.8,7.5,24.1,8.1,35.6,310,12,Lunch,247
2024-07-11,712,Pork Chop,Meat,59,18.8,22.4,11.3,7.1,39.0,161,257,Dinner,399
2024-06-01,943,Salmon,Meat,342,31.5,8.4,6.5,9.6,39.7,193,191,Breakfast,303
2024-07-02,155,Bread,Grains,122,18.7,38.6,35.3,2.2,49.7,750,112,Dinner,908
2024-12-18,216,Tomato,Vegetables,568,36.2,93.4,47.4,4.6,40.2,891,10,Lunch,902
2024-04-16,89,Salmon,Meat,247,3.6,5.4,13.4,0.8,3.8,280,71,Lunch,416
2024-07-21,898,Popcorn,Snacks,286,36.9,7.2,45.0,8.2,37.4,678,95,Lunch,511
2024-11-22,951,Grapes,Fruits,189,17.1,84.4,23.7,1.2,34.2,990,165,Dinner,138
2024-08-04,978,Spinach,Vegetables,321,42.2,62.4,3.1,9.5,14.9,803,54,Dinner,529
2024-05-03,990,Grapes,Fruits,136,31.2,42.3,16.0,2.6,30.6,237,160,Breakfast,673
2024-05-14,201,Chips,Snacks,426,27.3,85.7,47.3,4.4,39.9,802,17,Snack,790
2024-08-03,759,Water,Beverages,554,22.2,70.5,39.1,8.7,31.0,976,70,Breakfast,184
2024-02-18,99,Cookies,Snacks,375,42.3,64.2,25.8,3.0,41.4,34,133,Snack,732
2024-02-17,30,Cheese,Dairy,92,21.8,55.0,48.4,1.1,32.2,437,100,Breakfast,563
2024-06-17,220,Chicken Breast,Meat,68,34.5,35.8,8.7,0.4,24.0,550,113,Breakfast,513
2024-03-05,254,Bread,Grains,216,26.9,40.8,32.9,2.7,19.0,798,296,Snack,362
2024-10-22,168,Bread,Grains,297,14.4,25.8,21.3,4.2,10.4,710,30,Dinner,879
2024-01-09,824,Chips,Snacks,256,12.0,47.7,11.3,2.3,42.7,618,131,Snack,789
2024-06-07,767,Salmon,Meat,469,7.4,31.4,41.4,1.4,6.0,907,257,Snack,260
2024-06-11,61,Rice,Grains,490,47.3,31.6,21.4,9.0,35.0,401,224,Lunch,711
2024-07-17,796,Green Tea,Beverages,105,13.9,9.7,11.5,8.8,4.5,460,184,Lunch,722
2024-11-09,467,Rice,Grains,415,21.8,28.6,25.7,5.3,2.7,967,131,Breakfast,741
2024-08-26,436,Apple,Fruits,453,36.5,19.9,32.2,3.5,10.7,303,119,Snack,842
2024-07-04,108,Orange,Fruits,441,29.5,17.7,47.8,4.4,48.5,471,238,Dinner,531
2024-11-26,718,Chicken Breast,Meat,476,43.9,97.5,2.8,4.4,45.4,795,43,Breakfast,697
2024-11-12,238,Chicken Breast,Meat,246,27.6,78.4,2.8,5.2,5.1,323,143,Snack,472
2024-12-05,401,Bread,Grains,144,8.2,98.2,24.3,5.5,35.8,839,138,Snack,299
2024-05-18,314,Rice,Grains,384,23.3,56.2,20.9,0.7,40.6,244,245,Dinner,788
2024-07-04,179,Butter,Dairy,548,20.6,53.5,4.5,5.0,24.8,299,247,Snack,285
2024-06-01,90,Chocolate,Snacks,526,28.2,80.8,48.4,7.8,35.2,15,229,Dinner,477
2024-07-28,929,Cheese,Dairy,435,9.6,60.2,14.6,3.0,21.9,974,69,Lunch,685
2024-07-21,346,Carrot,Vegetables,183,42.0,29.0,13.7,7.8,46.9,595,207,Dinner,760
2024-05-07,159,Rice,Grains,445,39.0,5.2,26.5,3.0,5.6,693,191,Breakfast,664
2024-02-17,952,Paneer,Dairy,147,44.9,28.9,17.7,7.6,26.8,120,110,Breakfast,692
2024-04-25,959,Nuts,Snacks,207,43.8,20.0,16.3,3.5,35.1,823,132,Lunch,552
2024-12-06,324,Pasta,Grains,258,29.8,97.8,34.6,1.5,29.3,683,278,Breakfast,328
2024-01-28,724,Cheese,Dairy,197,32.1,45.7,8.3,1.3,29.8,974,49,Breakfast,997
2024-11-17,139,Green Tea,Beverages,123,43.0,38.0,21.0,6.9,37.9,741,144,Breakfast,448
2024-12-22,720,Beef Steak,Meat,339,23.5,46.8,13.7,3.3,17.3,567,192,Lunch,826
2024-06-15,724,Milkshake,Beverages,204,29.1,67.5,45.6,9.3,37.5,58,254,Lunch,895
2024-02-07,778,Yogurt,Dairy,66,29.9,68.1,41.8,1.6,45.7,80,119,Snack,719
2024-09-30,346,Butter,Dairy,271,31.9,66.4,29.5,2.4,33.9,996,253,Dinner,380
2024-12-14,364,Grapes,Fruits,287,25.3,10.8,45.4,7.1,44.9,448,260,Breakfast,970
2024-12-18,979,Cookies,Snacks,227,43.5,75.9,10.5,0.3,27.9,811,149,Dinner,897
2024-05-17,452,Oats,Grains,190,2.6,47.6,32.0,4.4,42.8,153,97,Breakfast,100
2024-10-04,394,Butter,Dairy,476,31.0,63.5,48.6,9.7,6.1,797,17,Lunch,302
2024-08-27,145,Strawberry,Fruits,191,26.8,79.4,28.6,4.8,18.2,119,190,Lunch,226
2024-03-20,46,Banana,Fruits,169,34.4,93.0,45.9,8.1,8.6,307,146,Lunch,577
2024-06-30,592,Quinoa,Grains,522,24.9,66.7,39.4,2.1,46.8,778,18,Snack,970
2024-08-28,275,Banana,Fruits,143,30.1,60.4,43.6,5.7,1.1,825,81,Dinner,576
2024-08-16,663,Orange,Fruits,428,5.9,16.4,34.5,5.7,39.3,322,88,Snack,908
2024-09-20,706,Green Tea,Beverages,568,33.4,51.1,32.5,2.4,21.6,992,189,Dinner,218
2024-09-24,545,Pasta,Grains,584,8.5,15.9,47.7,7.9,0.9,344,294,Dinner,159
2024-01-14,973,Banana,Fruits,57,19.0,10.0,1.8,2.5,24.2,888,6,Lunch,629
2024-10-08,545,Green Tea,Beverages,154,40.2,83.7,8.8,2.1,33.1,957,165,Breakfast,453
2024-09-29,613,Butter,Dairy,157,24.4,86.1,24.3,0.3,20.9,982,252,Dinner,957
2024-01-22,655,Green Tea,Beverages,89,49.9,58.6,5.8,2.5,41.1,720,227,Lunch,242
2024-08-07,884,Grapes,Fruits,51,30.2,9.7,9.9,0.1,41.4,54,280,Lunch,257
2024-05-16,252,Paneer,Dairy,226,6.1,98.4,46.8,2.6,3.2,714,2,Breakfast,649
2024-11-02,987,Pork Chop,Meat,136,33.8,55.8,19.1,1.3,44.3,980,97,Snack,117
2024-04-29,5,Yogurt,Dairy,518,14.2,44.3,12.9,5.4,32.3,743,40,Snack,820
2024-07-16,764,Apple,Fruits,69,34.6,72.7,3.0,7.0,10.0,373,281,Lunch,407
2024-12-01,129,Chocolate,Snacks,472,21.5,56.0,3.0,7.9,43.4,661,42,Breakfast,289
2024-07-24,540,Chocolate,Snacks,525,30.6,17.6,18.7,7.4,7.8,385,14,Dinner,586
2024-03-04,524,Yogurt,Dairy,597,26.1,83.5,16.5,8.8,28.8,764,156,Breakfast,681
2024-01-16,108,Nuts,Snacks,589,29.6,73.9,43.8,1.9,41.2,110,228,Dinner,683
2024-01-23,645,Spinach,Vegetables,567,7.1,79.0,33.2,0.1,6.0,57,188,Breakfast,653
2024-12-17,23,Potato,Vegetables,86,26.3,74.9,13.7,5.1,25.8,111,211,Lunch,720
2024-02-03,266,Orange,Fruits,340,6.9,33.9,29.3,6.5,19.8,661,40,Snack,304
2024-03-08,490,Pork Chop,Meat,380,7.0,38.6,31.5,4.5,42.1,432,69,Breakfast,496
2024-09-27,787,Coffee,Beverages,535,17.3,73.2,41.2,8.9,26.7,677,174,Snack,983
2024-11-24,210,Milkshake,Beverages,95,7.4,76.9,26.6,8.1,33.4,321,206,Breakfast,456
2024-05-08,321,Butter,Dairy,312,13.1,36.0,3.6,2.0,28.1,803,107,Breakfast,650
2024-05-20,348,Quinoa,Grains,224,2.6,37.2,29.2,6.0,14.3,610,69,Dinner,323
2024-01-17,493,Popcorn,Snacks,553,29.9,95.8,4.4,0.5,8.9,81,256,Lunch,389
2024-05-07,763,Broccoli,Vegetables,528,43.3,57.7,31.0,2.9,4.2,666,192,Dinner,532
2024-12-18,244,Paneer,Dairy,421,22.2,34.1,10.0,4.5,41.3,885,122,Breakfast,661
2024-11-28,569,Cookies,Snacks,415,38.8,48.4,21.4,6.4,34.4,818,270,Dinner,552
2024-04-06,691,Strawberry,Fruits,527,9.5,26.7,46.4,6.9,37.0,711,252,Breakfast,333
2024-01-20,611,Chips,Snacks,199,9.6,38.8,1.0,7.6,40.7,36,81,Snack,102
2024-08-16,956,Eggs,Meat,299,14.1,26.0,7.5,4.4,39.7,319,237,Breakfast,532
2024-12-26,523,Butter,Dairy,390,19.4,35.3,21.1,3.8,2.1,861,50,Dinner,584
2024-10-30,39,Apple,Fruits,194,25.9,78.9,19.3,3.1,7.1,207,284,Snack,551
2024-05-31,722,Yogurt,Dairy,303,23.7,21.6,7.7,5.4,9.1,951,217,Breakfast,621
2024-03-11,390,Chips,Snacks,251,49.4,15.6,22.7,5.7,0.3,66,206,Breakfast,278
2024-09-09,302,Cookies,Snacks,258,15.9,79.5,9.3,6.5,49.0,810,89,Lunch,692
2024-03-19,724,Apple,Fruits,74,11.1,40.6,5.3,0.1,34.6,14,208,Breakfast,184
2024-08-30,504,Orange Juice,Beverages,469,42.7,16.6,47.2,2.7,31.3,653,126,Breakfast,810
2024-05-15,71,Tomato,Vegetables,497,34.6,91.7,4.9,3.6,11.8,78,240,Dinner,848
2024-09-15,99,Orange,Fruits,255,43.6,37.1,30.4,3.7,19.0,820,113,Breakfast,517
2024-04-03,173,Pork Chop,Meat,328,30.1,6.9,34.9,3.9,28.3,904,139,Breakfast,749
2024-03-21,224,Water,Beverages,60,43.1,63.9,47.3,1.1,9.6,401,103,Snack,549
2024-02-23,248,Chicken Breast,Meat,596,32.4,50.2,32.6,1.2,24.6,40,223,Breakfast,680
2024-09-23,911,Strawberry,Fruits,561,46.7,80.2,42.5,2.4,19.1,371,208,Dinner,493
2024-02-03,942,Rice,Grains,62,17.6,46.5,47.2,6.3,18.6,323,262,Lunch,207
2024-04-05,24,Yogurt,Dairy,556,21.3,34.9,48.4,7.0,16.5,232,292,Breakfast,415
2024-11-23,970,Salmon,Meat,60,12.9,57.1,22.9,3.1,44.9,981,232,Snack,662
2024-12-04,793,Paneer,Dairy,314,11.4,12.2,42.3,3.2,0.2,830,178,Snack,433
2024-04-13,700,Milk,Dairy,70,10.6,46.1,38.6,2.4,10.0,302,238,Breakfast,278
2024-05-07,878,Green Tea,Beverages,272,42.7,40.6,26.9,3.2,10.3,229,166,Snack,614
2024-10-05,215,Pork Chop,Meat,478,10.0,18.3,47.1,1.4,12.0,241,97,Dinner,727
2024-07-21,541,Apple,Fruits,376,44.3,74.7,42.5,1.6,29.0,791,201,Breakfast,205
2024-03-03,590,Salmon,Meat,218,35.0,20.2,7.2,3.1,23.7,905,207,Dinner,552
2024-07-15,956,Broccoli,Vegetables,281,3.3,88.3,6.8,3.7,0.8,25,212,Snack,406
2024-11-04,75,Popcorn,Snacks,496,7.0,68.3,3.2,1.0,25.1,835,93,Breakfast,735
2024-02-29,487,Quinoa,Grains,297,9.7,33.3,39.7,3.7,20.1,402,133,Lunch,980
2024-12-07,450,Carrot,Vegetables,190,15.8,67.4,13.7,9.2,1.6,234,260,Lunch,947
2024-06-26,428,Milk,Dairy,85,26.3,65.0,6.2,1.8,35.1,468,190,Snack,703
2024-05-01,399,Grapes,Fruits,431,45.0,24.6,7.1,4.2,47.9,223,224,Breakfast,687
2024-12-29,709,Chocolate,Snacks,288,33.5,19.1,37.4,1.6,26.5,496,215,Breakfast,384
2024-05-19,618,Grapes,Fruits,284,5.8,25.7,40.7,0.0,6.6,461,52,Breakfast,503
2024-02-03,819,Pork Chop,Meat,282,8.4,72.0,48.6,9.6,49.1,671,92,Dinner,959
2024-02-05,858,Green Tea,Beverages,377,12.9,79.7,44.4,1.3,24.8,617,80,Snack,609
2024-02-25,164,Oats,Grains,567,35.6,41.1,37.5,9.4,10.8,391,214,Dinner,932
2024-10-25,235,Cookies,Snacks,542,46.0,81.3,10.4,5.1,11.8,796,89,Lunch,980
2024-10-09,301,Grapes,Fruits,149,25.3,96.7,7.6,3.8,24.0,494,251,Snack,315
2024-02-13,590,Pasta,Grains,544,26.0,8.8,7.5,2.0,4.9,895,155,Dinner,795
2024-03-10,92,Orange Juice,Beverages,122,40.4,47.9,6.1,2.0,20.6,445,199,Dinner,197
2024-10-31,873,Spinach,Vegetables,248,29.8,60.5,42.1,3.7,29.6,73,120,Dinner,627
